"customerId";"surname";"geography";"gender";"HasCrCard";"isActiveMember";"estimatedSalary";"application_date";"exit_date";"birth_date"
14783175;"LOSSA";"Germany";"Female";"1";"0";47953.52;"2014-08-23";"2016-12-09";"1992-03-13"
14784567;"LAMING";"France";"Female";"1";"1";98389.16;"2013-05-09";"2014-05-28";"1977-02-03"
14785106;"ROEHLING";"Germany";"Female";"0";"0";158096.63;"2013-09-03";"2014-04-26";"1971-02-19"
14788746;"PHANTHAUONG";"Spain";"Female";"1";"1";142777.79;"2013-08-02";"2015-05-07";"1970-05-31"
14788923;"BERRIEN";"France";"Male";"1";"0";77162.79;"2017-12-17";"2019-03-16";"1987-11-19"
14789703;"BENTHIN";"Spain";"Male";"1";"1";8751.45;"2013-01-23";"2014-08-28";"1985-11-25"
14790387;"KUTCHIN";"Spain";"Female";"0";"1";7893.36;"2019-10-24";"";"1973-04-01"
14792424;"PLACIDO";"France";"Female";"0";"1";17062.22;"2018-01-16";"2019-10-27";"1987-02-27"
14793467;"RIOS";"Germany";"Male";"0";"0";167689.18;"2012-10-07";"2013-06-08";"1963-07-24"
14798364;"CASTROGIOVANN";"Germany";"Female";"1";"1";22135.08;"2012-08-14";"2014-06-11";"1965-06-10"
14798536;"CHARLIE";"Italy";"Female";"1";"1";85118.92;"2014-10-04";"2017-04-11";"1984-10-29"
14802529;"MCMORRIS";"Germany";"Female";"0";"0";155359.5;"2012-01-27";"2015-01-19";"1967-09-29"
14802628;"GIMENEZ";"Germany";"Male";"1";"0";85797.08;"2012-03-09";"2015-01-31";"1972-07-08"
14802746;"KRENZER";"Italy";"Male";"1";"0";133606.18;"2012-02-28";"2012-10-06";"1973-10-01"
14804128;"PERIERA";"Germany";"Female";"0";"0";136558.12;"2018-03-13";"2019-08-24";"1966-07-07"
14806779;"MCKEE";"Spain";"Male";"1";"0";136813.0;"2014-03-23";"2017-09-18";"1952-02-15"
14816116;"ISOM";"Germany";"Male";"0";"0";71378.11;"2014-10-20";"2017-10-04";"1979-05-01"
14819693;"PREJSNAR";"Italy";"Male";"0";"0";0.0;"2014-10-28";"2018-04-20";"1986-08-02"
14821518;"LOFTIN";"France";"Male";"0";"1";117111.29;"2014-06-27";"2017-09-24";"1968-06-08"
14823853;"ORDONEZ";"Spain";"Female";"1";"0";18351.06;"2018-09-11";"";"1989-01-21"
14824245;"SHEPHEARD";"Germany";"Male";"0";"0";109396.19;"2012-12-06";"2016-04-06";"1981-07-21"
14826540;"DELANEY";"Spain";"Female";"0";"0";96832.64;"2013-09-18";"2014-05-09";"1975-10-25"
14827505;"BRERETON";"Spain";"Female";"1";"1";168941.08;"2013-06-03";"2015-06-21";"1970-07-21"
14827746;"KRIZAN";"Germany";"Female";"1";"1";94383.59;"2019-04-01";"";"1997-06-15"
14827795;"CARAS";"Germany";"Male";"1";"1";11901.85;"2012-03-22";"2015-01-17";"1968-09-06"
14829259;"LYLES";"France";"Male";"0";"0";192990.28;"2013-03-11";"2014-09-18";"1970-04-21"
14829262;"OGLE";"Italy";"Female";"0";"0";108122.11;"2013-10-07";"2016-10-25";"1962-08-06"
14830636;"AKEN";"Italy";"Female";"1";"1";174952.98;"2019-02-21";"";"1971-11-27"
14831923;"POWSEY";"Germany";"Female";"1";"0";55702.92;"2012-02-03";"2012-06-29";"1968-04-09"
14834227;"FEIGH";"Spain";"Male";"0";"1";1040.34;"2019-02-07";"";"1983-07-05"
14834520;"TASLER";"France";"Female";"1";"1";107844.41;"2013-02-28";"2015-04-26";"1974-08-14"
14836085;"ISEBRAND";"Germany";"Female";"0";"1";92912.2;"2013-05-09";"2013-10-13";"1966-07-02"
14836171;"MEANY";"Italy";"Female";"0";"1";36949.96;"2018-10-30";"";"1974-02-05"
14838954;"LAWSKY";"Germany";"Male";"1";"1";8409.71;"2014-03-06";"2014-10-18";"1986-01-23"
14839421;"PETTERS";"Italy";"Male";"1";"1";87841.95;"2018-04-28";"2019-07-20";"1971-08-06"
14843504;"APPELGATE";"France";"Male";"1";"1";115585.29;"2014-08-24";"2018-05-01";"1972-07-25"
14843638;"CORELLI";"Spain";"Female";"1";"0";0.0;"2018-04-22";"";"1987-10-13"
14844655;"CALICA";"Germany";"Female";"0";"0";64408.92;"2018-05-27";"";"1971-03-11"
14845498;"DRONKO";"Germany";"Male";"1";"1";148745.32;"2019-06-19";"";"1991-08-18"
14848587;"LAPLUME";"Germany";"Male";"0";"0";149914.91;"2017-12-04";"";"1978-04-25"
14848778;"DAHNKE";"Spain";"Male";"1";"1";166462.8;"2018-02-16";"";"1966-10-29"
14852804;"ANDUJO";"Germany";"Female";"0";"1";73245.44;"2014-04-15";"2017-12-27";"1972-11-03"
14853631;"NORLUND";"France";"Female";"1";"1";71882.27;"2019-05-28";"";"1956-04-17"
14854398;"";"Italy";"";"";"";0.0;"2019-05-26";"";""
14854442;"ESSLER";"France";"Male";"0";"1";0.0;"2019-03-04";"";"1985-10-19"
14855528;"HEYS";"Germany";"Male";"1";"1";45228.3;"2012-06-29";"2013-03-31";"1976-10-05"
14855568;"ROEMER";"Italy";"Male";"0";"0";66254.98;"2012-11-14";"2014-01-01";"1969-12-12"
14856355;"";"";"";"";"";0.0;"2013-09-27";"2016-10-07";""
14856464;"BOUVIER";"Spain";"Female";"1";"0";126217.29;"2013-10-09";"2016-01-17";"1978-04-07"
14857778;"GOLPE";"Spain";"Female";"0";"0";126677.8;"2017-12-26";"";"1999-03-16"
14861004;"DOCHERTY";"Italy";"Male";"1";"1";69294.79;"2013-11-16";"2014-07-20";"1970-05-22"
14861333;"JURGENS";"France";"Male";"1";"0";107333.75;"2019-08-23";"";"1976-01-31"
14861335;"SAVOCCHIA";"Italy";"Female";"0";"0";224873.45;"2012-09-25";"2016-02-07";"1969-07-15"
14861580;"SPRENKLE";"Germany";"Male";"0";"1";206367.46;"2019-08-29";"";"1989-06-29"
14867646;"MCNAIL";"Germany";"Female";"1";"1";138027.74;"2014-03-10";"2015-07-27";"1961-04-22"
14867712;"DAUFELDT";"Germany";"Female";"1";"0";100834.56;"2012-10-05";"2016-01-11";"1975-02-21"
14870420;"BAGNOLI";"France";"Male";"1";"1";148959.25;"2019-07-26";"";"1958-06-18"
14871296;"MATSUKI";"Germany";"Male";"1";"0";218836.28;"2014-05-15";"2018-05-11";"1977-01-05"
14872134;"CUNNIFFE";"Germany";"Female";"1";"1";34862.57;"2013-09-08";"2016-04-19";"1957-11-06"
14873582;"CUZCO";"Italy";"Female";"0";"0";152298.46;"2018-01-17";"";"1969-04-11"
14873630;"ELZIE";"Italy";"Male";"1";"0";110883.36;"2019-07-21";"";"1984-09-03"
14873947;"AKIM";"France";"Male";"0";"0";143312.42;"2018-10-12";"";"1972-02-17"
14878135;"CREECH";"Italy";"Female";"1";"0";165131.8;"2018-11-14";"2019-06-03";"1982-02-26"
14879139;"LUNFORD";"France";"Female";"1";"0";118414.75;"2013-10-26";"2016-01-20";"1989-01-09"
14879819;"SHARRATT";"Spain";"Male";"1";"1";125129.29;"2019-10-19";"";"1975-09-02"
14880057;"STOLZENBERG";"France";"Male";"1";"0";28348.67;"2012-12-16";"2015-03-02";"1983-10-07"
14880214;"SKULTETY";"France";"Male";"1";"1";0.0;"2012-11-18";"2014-04-12";"1961-12-10"
14887793;"";"";"";"";"";0.0;"2013-10-04";"2017-06-04";""
14889194;"NUNZIATO";"France";"Female";"0";"0";153362.63;"2014-07-01";"2016-11-09";"1980-08-16"
14891082;"TURMEL";"Spain";"Male";"1";"0";174107.09;"2013-07-01";"2017-01-19";"1973-08-12"
14891635;"ORENGO";"Spain";"Female";"0";"0";127728.22;"2012-10-25";"2015-12-10";"1965-06-08"
14895238;"ONEZNE";"Spain";"Male";"0";"0";147015.51;"2018-10-31";"";"1977-05-29"
14897098;"WITTING";"France";"Female";"1";"1";23453.47;"2012-01-10";"2015-01-05";"1979-09-04"
14898180;"LEIMBACH";"France";"Female";"0";"1";54737.96;"2014-07-28";"2016-11-27";"1986-04-01"
14899014;"BOLES";"France";"Female";"0";"1";6704.93;"2019-04-17";"";"1984-10-24"
14899328;"DHARAS";"Italy";"Female";"0";"0";73588.62;"2018-10-15";"";"1972-02-12"
14899374;"HERKENRATT";"France";"Male";"1";"0";88075.99;"2014-11-07";"2016-06-07";"1982-04-19"
14899930;"KAERCHER";"Germany";"Male";"0";"0";237012.2;"2013-03-08";"2015-07-11";"1986-07-15"
14900832;"HEAGNEY";"Italy";"Male";"1";"1";87193.69;"2014-08-29";"2017-04-06";"1994-04-02"
14901375;"PEPLINSKI";"France";"Male";"1";"1";118385.99;"2012-10-08";"2013-04-09";"1973-11-02"
14901996;"KATONA";"France";"Female";"0";"1";33430.46;"2018-01-17";"";"1973-04-29"
14902170;"TEBOW";"France";"Female";"1";"1";125711.84;"2014-07-12";"2014-12-29";"1983-04-20"
14903907;"PELLUM";"Italy";"Male";"1";"1";64702.36;"2012-12-04";"2015-12-22";"1975-10-17"
14904332;"";"Italy";"";"";"";0.0;"2013-12-15";"2016-10-29";""
14905452;"ORGILL";"Spain";"Male";"1";"1";153539.1;"2019-10-15";"";"1995-08-10"
14905869;"URA";"Italy";"Male";"1";"1";166030.23;"2017-12-15";"";"1969-06-05"
14906404;"ACKER";"Italy";"Female";"1";"0";97209.05;"2012-10-24";"2014-10-30";"1980-06-18"
14907071;"MCELHONE";"Spain";"Female";"1";"0";146593.17;"2019-01-09";"";"1986-03-23"
14909061;"TOTTER";"France";"Male";"0";"1";147703.01;"2018-03-03";"";"1979-07-20"
14909154;"HATLEE";"France";"Male";"1";"0";129902.32;"2014-02-08";"2015-06-01";"1974-10-24"
14909365;"ELAMIN";"Germany";"Male";"0";"0";107752.12;"2014-03-25";"2014-07-28";"1995-06-17"
14909934;"PONDER";"Italy";"Male";"0";"1";29412.47;"2019-07-18";"";"1994-09-08"
14913185;"BEDOR";"Germany";"Female";"0";"1";78802.91;"2014-02-11";"2015-09-15";"1989-03-31"
14914724;"GRAVELIN";"Spain";"Male";"0";"1";81485.44;"2013-02-16";"2016-10-14";"1973-08-05"
14915115;"MACURA";"Spain";"Male";"1";"1";36090.09;"2014-12-28";"2016-05-11";"1982-09-26"
